name|zip|password|email|photo|handy|report|createdAt|updatedAt|
Dale Bradford|80014|BPC10FDS4JJ|mattis@aliquameros.ca|https://randomuser.me/api/portraits/men/75.jpg|1|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Chester Owens|37130|SKC86MII8VR|mauris.ut@Mauris.com|https://randomuser.me/api/portraits/men/75.jpg|10|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Reuben Cobb|99201|JAE54MQW8NG|neque@dignissim.co.uk|https://randomuser.me/api/portraits/men/75.jpg|0|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Vance Saunders|80301|TIW76QZF2CF|enim.nec@convalliserateget.org|https://randomuser.me/api/portraits/men/75.jpg|3|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Derek Peterson|94102|KSV85HAF3JV|a.facilisis.non@dui.ca|https://randomuser.me/api/portraits/men/75.jpg|6|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Raja Arnold|80014|SAG59XNX8AB|cursus.et.magna@mi.edu|https://randomuser.me/api/portraits/men/75.jpg|7|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Elijah Gill|37130|JKR12RHQ5NV|ligula@urna.co.uk|https://randomuser.me/api/portraits/men/75.jpg|8|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Cadman Lamb|99201|LVC97CLL3IR|neque.Nullam@turpis.ca|https://randomuser.me/api/portraits/men/75.jpg|9|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Samson Lee|80301|QWY34QDR0VE|vulputate.ullamcorper.magna@vel.ca|https://randomuser.me/api/portraits/men/75.jpg|7|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Cyrus Ortiz|94102|DFV88FNF9UF|magna.Praesent@ultriciesadipiscingenim.ca|https://randomuser.me/api/portraits/men/75.jpg|4|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Marshall Cole|80014|PMP99FGT5EO|Lorem.ipsum@sedpede.com|https://randomuser.me/api/portraits/men/75.jpg|4|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Cadman Beck|37130|VCA58IUO5JX|sed.leo@facilisisfacilisis.co.uk|https://randomuser.me/api/portraits/men/75.jpg|10|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Raymond Bass|99201|SAZ34WBC5TE|nisl.sem@lectusantedictum.ca|https://randomuser.me/api/portraits/men/75.jpg|1|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Cole Hansen|80301|NPK96JJI4GO|a@posuere.net|https://randomuser.me/api/portraits/men/75.jpg|6|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Lucius Chavez|94102|UAC37DDS7HY|nonummy.ultricies@laoreetlibero.org|https://randomuser.me/api/portraits/men/75.jpg|0|0|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Leonard Blackburn|80014|YCC85ZOB4LJ|Cras@laciniaSed.ca|https://randomuser.me/api/portraits/men/75.jpg|1|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z|
Fuller Barrera|37130|XOC79EPV4QX|Fusce.mi.lorem@nec.com|https://randomuser.me/api/portraits/men/75.jpg|2|1|2021-04-09T00:00:00Z|2021-04-10T00:00:00Z
